 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
8080.0,38.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,315789.4737,52631.57895,38.0,0.0,38.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,20.0,20.0,26315.78947,26315.78947,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,1.0,9.0,6.0,6.0,20.0,0,0,0,0,0,0,1.0,6.0,1.0,6.0,237.0,256.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
8080.0,1024626.0,3.0,3.0,0.0,18.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,17.56738556,5.855795188,204925.2,279746.1549,514179.0,594.0,1023983.0,511991.5,3933.635024,514773.0,509210.0,1023965.0,511982.5,4015.65941,514822.0,509143.0,0.0,0,0,0,92.0,60.0,2.927897594,2.927897594,0.0,6.0,2.571428571,3.207134903,10.28571429,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,3.0,0.0,6.0,92.0,0,0,0,0,0,0,3.0,0.0,3.0,18.0,8192.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
8080.0,13.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,681790.9843855087,104157.595136079,13.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,20.0,20.0,52078.7975555395,52078.7975555395,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,1.0,9.0,6.0,6.0,20.0,0,0,0,0,0,0,1.0,6.0,1.0,6.0,237.0,256.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
8080.0,95195.0,4.0,3.0,208.0,134.0,196.0,0.0,52.0,96.04165763,128.0,0.0,44.66666667,72.23111056,3592.625663,73.53327381,15865.83333,38014.69624,93461.0,21.0,95195.0,31731.66667,54522.27972,94688.0,21.0,94022.0,47011.0,65690.21997,93461.0,561.0,0.0,0,0,0,92.0,72.0,42.0190136,31.5142602,0.0,196.0,42.75,75.86407017,5755.357143,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,48.85714286,52.0,44.66666667,92.0,0,0,0,0,0,0,4.0,208.0,3.0,134.0,8192.0,237.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
8080.0,223437.0,5.0,4.0,216.0,141.0,198.0,0.0,43.2,86.57482313,128.0,0.0,35.25,61.91055376,1597.765813,40.27981042,27929.625,78228.7156,221535.0,4.0,223437.0,55859.25,98149.963975,222337.0,4.0,222289.0,74096.33333,117337.299275,221535.0,180.0,0.0,0,0,0,112.0,92.0,22.37767245,17.90213796,0.0,198.0,35.7,69.15048003,4781.788889,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,39.66666667,43.2,35.25,112.0,0,0,0,0,0,0,5.0,216.0,4.0,141.0,8192.0,237.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
8080.0,41.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,292682.9268,48780.4878,41.0,0.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,20.0,20.0,24390.2439,24390.2439,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,1.0,9.0,6.0,6.0,20.0,0,0,0,0,0,0,1.0,6.0,1.0,6.0,237.0,256.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
80.0,4114661.0,4.0,0.0,24.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,5.832801293,0.972133549,1371553.667,2374725.137,4113650.0,3.0,4114661.0,1371553.667,2374725.137,4113650.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,80.0,0.0,0.972133549,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,7.5,6.0,0.0,80.0,0,0,0,0,0,0,4.0,24.0,0.0,0.0,256.0,-1.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
80.0,22549260.5,8.0,5.0,36.0,11601.0,20.0,0.0,7.0,5.656854249,7300.0,0.0,2320.2,3022.508098,157.8838402,0.176073597,6152730.167,11930871.40695,22143650.5,0.0,23197014.0,6601336.25,12273006.4702845,23044336.0,0.0,659736.0,164934.0,319079.2668,643440.0,120.0,0.0,0,0,0,142.0,112.0,0.108352983,0.067720614,0.0,7300.0,833.0714286,2033.250541,4134107.764,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,897.1538462,7.0,2320.2,142.0,0,0,0,0,0,0,8.0,36.0,5.0,11601.0,256.0,229.0,6.0,20.0,2545.0,0.0,2545.0,2545.0,23049220.0,0.0,23049220.0,20069370.0,DDoS
80.0,22549260.5,8.0,5.0,36.0,11607.0,20.0,0.0,7.0,5.656854249,10135.0,0.0,2321.4,4413.201989,143.4954755,0.159945227,6472030.4375,11930871.40695,22143650.5,4.0,23197014.0,6601336.25,12273006.4702845,23044336.0,4.0,197797.0,49449.25,98160.60541,196689.0,5.0,0.0,0,0,0,142.0,112.0,0.098427832,0.061517395,0.0,10135.0,833.5,2705.044255,7317264.423,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,897.6153846,7.0,2321.4,142.0,0,0,0,0,0,0,8.0,36.0,5.0,11607.0,256.0,229.0,6.0,20.0,2545.0,0.0,2545.0,2545.0,23049220.0,0.0,23049220.0,20069370.0,DDoS
80.0,8935778.0,5.0,0.0,30.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,3.35729021,0.559548368,2233944.5,4461897.752,8926789.0,3.0,8935778.0,2233944.5,4461897.752,8926789.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,100.0,0.0,0.559548368,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,7.2,6.0,0.0,100.0,0,0,0,0,0,0,5.0,30.0,0.0,0.0,256.0,-1.0,4.0,20.0,2545.0,0.0,2545.0,2545.0,8926789.0,0.0,8926789.0,8926789.0,DDoS
80.0,22549260.5,8.0,7.0,36.0,11601.0,20.0,0.0,7.0,5.656854249,4380.0,0.0,1657.285714,1561.969346,157.8913763,0.20317154,5273517.0,11930871.40695,22143650.5,1.0,23197014.0,6601336.25,12273006.4702845,23044336.0,1.0,657278.0,109546.3333,261302.9243,642808.0,15.0,0.0,0,0,0,142.0,152.0,0.108358155,0.094813385,0.0,4380.0,728.9375,1300.351618,1690914.329,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,777.5333333,7.0,1657.285714,142.0,0,0,0,0,0,0,8.0,36.0,7.0,11601.0,256.0,229.0,6.0,20.0,2545.0,0.0,2545.0,2545.0,23049220.0,0.0,23049220.0,5454854.0,DDoS
80.0,51504.0,3.0,4.0,26.0,11601.0,20.0,0.0,8.666666667,10.26320288,8760.0,0.0,2900.25,4128.319301,42472.732226917,31.820679684,8584.0,13001.41571,29739.0,49.0,30842.0,15421.0,20408.51592,29852.0,447.0,51391.0,17130.33333,15310.6388,30778.0,120.0,0.0,0,0,0,72.0,92.0,11.9323373945,18.691216125,0.0,8760.0,1453.375,3113.952607,9696700.839,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1661.0,8.666666667,2900.25,72.0,0,0,0,0,0,0,3.0,26.0,4.0,11601.0,8192.0,229.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
80.0,161767.0,3.0,4.0,26.0,11601.0,20.0,0.0,8.666666667,10.26320288,7300.0,0.0,2900.25,3563.297197,42472.732226917,31.820679684,26961.16667,53778.74746,134596.0,52.0,26881.0,13440.5,18794.19114,26730.0,151.0,161608.0,53869.33333,71168.19437,134596.0,120.0,0.0,0,0,0,72.0,92.0,11.9323373945,18.691216125,0.0,7300.0,1453.375,2798.956588,7834157.982,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1661.0,8.666666667,2900.25,72.0,0,0,0,0,0,0,3.0,26.0,4.0,11601.0,8192.0,229.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
